jobtitle|company|city|state|date|snippet|url|latitude|longitude|formattedRelativeTime
Strategies/ Data Analyst, BI Strategies|OpenX|Pasadena|CA|Tue, 03 Nov 2015 10:35:15 GMT|Execute quantitative analysis to translate data into actionable insights and product features. Programing experience preferred ( R, HIVE/Hadoop, JAVA, Python,...|http://www.indeed.com/viewjob?jk=55b7fa3c9499ac4e&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5BMdPM0TNPjuyFcP0gnM88c&indpubnum=7116981571348601&atk=1a94cgrj6bq6aea3|34.145603|-118.14286|30+ days ago
Data Analyst - SAS|Highmark Health|Pittsburgh|PA|Wed, 04 Nov 2015 21:11:30 GMT|Ensures data integrity and compliance by performing data cleansing, data audit and/or data validation. Provides business process, system support and data...|http://www.indeed.com/viewjob?jk=1da5bad484be3b99&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5BMdPM0TNPjuyFcP0gnM88c&indpubnum=7116981571348601&atk=1a94cgrj6bq6aea3|40.43956|-79.99451|30+ days ago
Statistical Analyst|MaxPoint|Morrisville|NC|Sat, 05 Dec 2015 09:36:51 GMT|Experience with data interpretation and data management. Such as SQL, SAS, R and/or Python. Experience with large datasets, including structured and...|http://www.indeed.com/viewjob?jk=10753649f5545884&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5BMdPM0TNPjuyFcP0gnM88c&indpubnum=7116981571348601&atk=1a94cgrj6bq6aea3|35.824177|-78.83517|30+ days ago
Data Analyst/ Data Modeler|KYYBA IT (P) Ltd|Auburn Hills|MI|Tue, 06 Oct 2015 15:02:43 GMT|Data Analyst/ Data Modeler*. The Advanced Analytics Data Scientist works on research ideas, prototypes and proofs of concepts both in collaboration with other...|http://www.indeed.com/viewjob?jk=f24dae7663e39097&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5BMdPM0TNPjuyFcP0gnM88c&indpubnum=7116981571348601&atk=1a94cgrj6bq6aea3|42.662086|-83.26923|30+ days ago
Six Sigma Black Belt Data Analyst|Saibber LLC|New York|NY|Tue, 13 Oct 2015 20:43:33 GMT|Six Sigma Black Belt Data Analyst*. DWH-Business Intelligence , Data Management and Market Data Analysis. Working knowledge of large data predictive tools like...|http://www.indeed.com/viewjob?jk=9ef985944ebd88bf&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5BMdPM0TNPjuyFcP0gnM88c&indpubnum=7116981571348601&atk=1a94cgrj6bq6aea3|40.71154|-74.00549|30+ days ago
Marketplace Data Scientist|iMPact Business Group|Saint Joseph|MI|Thu, 19 Nov 2015 03:03:45 GMT|Marketplace Data Scientist*. Data profiling &amp; quality. Our client is seeking qualified candidates for an ambitious, highly-motivated individual to join their...|http://www.indeed.com/viewjob?jk=e4909ddaf1e76e4e&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5BMdPM0TNPjuyFcP0gnM88c&indpubnum=7116981571348601&atk=1a94cgrj6bq6aea3|42.107143|-86.47802|30+ days ago
Information Management Analyst (Data Management)|Jones Lang LaSalle|San Francisco|CA|Thu, 08 Oct 2015 23:00:49 GMT| Performs data discovery to understand data values and relationships in new data sources. Analyst, Global Data &amp; Information Management JLL, an international...|http://www.indeed.com/viewjob?jk=ec8c4de3db64937e&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5BMdPM0TNPjuyFcP0gnM88c&indpubnum=7116981571348601&atk=1a94cgrj6bq6aea3|37.774727|-122.41758|30+ days ago
Quantitative / Multi-Asset Class Reseacher|Bloom Capital Management|New York|NY|Thu, 17 Dec 2015 16:18:30 GMT|Work with analytic developers and data analysts during implementation of risk methodologies. Derived data research for fixed income, commodities, alternative...|http://www.indeed.com/viewjob?jk=fe251b97ef084e6c&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5GCxQ9B65MqA8F4W77vFwao&indpubnum=7116981571348601&atk=1a94cgrsubqaa90a|40.71154|-74.00549|29 days ago
Data Scientist|Cloudera|San Francisco|CA|Tue, 10 Nov 2015 08:51:13 GMT|Cloudera is looking for a Data Scientist to join our Data Science team. Building open source tools that improve the experience of data scientists building...|http://www.indeed.com/viewjob?jk=e575b6818a6224b9&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5GCxQ9B65MqA8F4W77vFwao&indpubnum=7116981571348601&atk=1a94cgrsubqaa90a|37.774727|-122.41758|30+ days ago
Quantitative Marketing Analyst|Carvana|Phoenix|AZ|Tue, 22 Sep 2015 20:52:06 GMT|Aggregate data from a variety of datasets, automate data collection and processing, and identify new data sources....|http://www.indeed.com/viewjob?jk=214fdf9a755c0b1f&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5GCxQ9B65MqA8F4W77vFwao&indpubnum=7116981571348601&atk=1a94cgrsubqaa90a|33.447803|-112.07143|30+ days ago
UNIX System Analyst|Spartan Resources|Hightstown|NJ|Fri, 13 Nov 2015 10:19:05 GMT|UNIX System Analyst. Python (is a plus). Ability to analyze data points extracted by automated and manual discovery processes....|http://www.indeed.com/viewjob?jk=dbcc79a9c486427b&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5GCxQ9B65MqA8F4W77vFwao&indpubnum=7116981571348601&atk=1a94cgrsubqaa90a|40.26923|-74.52198|30+ days ago
Business Analyst 2 - Jr. Data Scientist|Capgemini|Chicago|IL|Tue, 06 Oct 2015 15:30:31 GMT|Data scientist skills in R, Python, SAS, Lumira, tableau. Design, develop and unit test the Data Analytics components....|http://www.indeed.com/viewjob?jk=5d86cbf2b58b0292&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5GCxQ9B65MqA8F4W77vFwao&indpubnum=7116981571348601&atk=1a94cgrsubqaa90a|41.8489|-87.64835|30+ days ago
Market Risk Analyst|Green Plains Inc.|Omaha|NE|Thu, 15 Oct 2015 00:47:48 GMT|Market Risk Analyst. Ability to manipulate large data sets. Ability to analyze and manipulate large data sets....|http://www.indeed.com/viewjob?jk=fe1e772fe78779ab&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5GCxQ9B65MqA8F4W77vFwao&indpubnum=7116981571348601&atk=1a94cgrsubqaa90a|41.258244|-95.93407|30+ days ago
AVP - Data Finance Analyst|Michael Page US|New York|NY|Wed, 02 Dec 2015 07:15:09 GMT|Strong experience in data manipulation, data mining, database management or other data centric work function....|http://www.indeed.com/viewjob?jk=96a3f357cf376dd9&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5GCxQ9B65MqA8F4W77vFwao&indpubnum=7116981571348601&atk=1a94cgrsubqaa90a|40.71154|-74.00549|30+ days ago
Business Intelligence Analyst|Indeed|Austin|TX|Sun, 29 Nov 2015 06:20:19 GMT|Develop custom reports and data visualizations in Python. As a BI Analyst at Indeed, your role is to be an expert at understanding Indeed’s data....|http://www.indeed.com/viewjob?jk=c06d44d2547cf248&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5GCxQ9B65MqA8F4W77vFwao&indpubnum=7116981571348601&atk=1a94cgrsubqaa90a|30.266483|-97.74176|30+ days ago
Analyst, Management Science & Integration|NBC Universal|New York|NY|Fri, 06 Nov 2015 18:12:32 GMT|Drive the collection and manipulation of new data and the refinement of existing data sources. Experience with data visualization techniques and concepts....|http://www.indeed.com/viewjob?jk=5af5e18aa6642d96&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5GCxQ9B65MqA8F4W77vFwao&indpubnum=7116981571348601&atk=1a94cgrsubqaa90a|40.758816|-73.978836|30+ days ago
Business Systems Analyst|National Life Group|Montpelier|VT|Mon, 30 Nov 2015 18:40:56 GMT|Design data relationships. Develop controls for data and report integrity. Organize, integrate, and expand on various data sources....|http://www.indeed.com/viewjob?jk=94f5802d162a3293&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5GCxQ9B65MqA8F4W77vFwao&indpubnum=7116981571348601&atk=1a94cgrsubqaa90a|44.258244|-72.57143|30+ days ago
Modeling Analyst|Veterans United Home Loans|Columbia|MO|Wed, 21 Oct 2015 21:26:27 GMT|You will be responsible for identifying or ensuring the collection of data on these factors and then coordinating BI/IT to deliver this data to the models....|http://www.indeed.com/viewjob?jk=9ce367924291b201&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5GCxQ9B65MqA8F4W77vFwao&indpubnum=7116981571348601&atk=1a94cgrsubqaa90a|38.95055|-92.32967|30+ days ago
Analyst|Riot Games|Los Angeles|CA|Mon, 09 Nov 2015 17:40:26 GMT|An analyst assassin:. You already know or are down to learn SQL, Python, or any other language that makes getting to the data more efficient;...|http://www.indeed.com/viewjob?jk=62c80558aa09853d&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5GCxQ9B65MqA8F4W77vFwao&indpubnum=7116981571348601&atk=1a94cgrsubqaa90a|34.052197|-118.24176|30+ days ago
CNO and CNE Developers|Automation Technologies, Inc.| |MD|Thu, 17 Dec 2015 18:03:12 GMT|Experience programming in Assembly, C, C#, C++, Java, Perl, or Python. ATI has exciting opportunities for a CNO and CNE Analyst Programmers for its client in...|http://www.indeed.com/viewjob?jk=eb3efa35fa84b004&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5GCxQ9B65MqA8F4W77vFwao&indpubnum=7116981571348601&atk=1a94cgrsubqaa90a| | |29 days ago
Data Scientist|Rockstar San Diego|Carlsbad|CA|Tue, 03 Nov 2015 10:36:19 GMT|Work within a team of data analysts and engineers. Assure Rockstar’s ongoing competitive advantage through best-in-class business and game data analysis....|http://www.indeed.com/viewjob?jk=0f192d522464e19f&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5GCxQ9B65MqA8F4W77vFwao&indpubnum=7116981571348601&atk=1a94cgrsubqaa90a|33.156593|-117.34615|30+ days ago
Product Specific Technologist|DIVERSANT LLC|Jersey City|NJ|Wed, 13 Jan 2016 04:16:50 GMT|Quantitative Business Analyst:. Engage development teams and business analysts to ensure data quality, pre-calculation processing, and proper consumption by FPR...|http://www.indeed.com/viewjob?jk=a79314548398ec64&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5GCxQ9B65MqA8F4W77vFwao&indpubnum=7116981571348601&atk=1a94cgrsubqaa90a|40.725273|-74.04395|3 days ago
Product Specific Technologist|Mitchell Martin|Jersey City|NJ|Wed, 13 Jan 2016 05:54:50 GMT|Quantitative Business Analyst:. Engage development teams and business analysts to ensure data quality, pre-calculation processing, and proper consumption by FPR...|http://www.indeed.com/viewjob?jk=5bb25d85fae8006d&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5GCxQ9B65MqA8F4W77vFwao&indpubnum=7116981571348601&atk=1a94cgrsubqaa90a|40.725273|-74.04395|2 days ago
